FECHA (YYMMDD);HORA (HHMM);;
180203;0000;1,25367;
180203;0100;1,3922;
180203;0200;1,82586;
180203;0300;1,64237;
180203;0400;1,50891;
180203;0500;1,74603;
180203;0600;1,51513;
180203;0700;1,63692;
180203;0800;1,58298;
180203;0900;1,75244;
180203;1000;1,87445;
180203;1100;2,62337;
180203;1200;3,24794;
180203;1300;3,52012;
180203;1400;3,95152;
180203;1500;3,92385;
180203;1600;4,20647;
180203;1700;3,32778;
180203;1800;2,90812;
180203;1900;2,38245;
180203;2000;1,87778;
180203;2100;2,00627;
180203;2200;1,59776;
180203;2300;1,80949;
180204;0000;1,25738;
180204;0100;1,01036;
180204;0200;0,706358;
180204;0300;1,18776;
180204;0400;0,898503;
180204;0500;0,953399;
180204;0600;0,590185;
180204;0700;0,891815;
180204;0800;0,758823;
180204;0900;0,808724;
180204;1000;1,54845;
180204;1100;2,31334;
180204;1200;2,84852;
180204;1300;3,04367;
180204;1400;3,47375;
180204;1500;3,33515;
180204;1600;3,2115;
180204;1700;3,42173;
180204;1800;3,44724;
180204;1900;2,64352;
180204;2000;3,19583;
180204;2100;2,80141;
180204;2200;2,1224;
180204;2300;1,6988;
180205;0000;1,64552;
180205;0100;1,54681;
180205;0200;1,27706;
180205;0300;1,00839;
180205;0400;0,873189;
180205;0500;1,22686;
180205;0600;1,57304;
180205;0700;1,63605;
180205;0800;1,57901;
180205;0900;1,39183;
180205;1000;1,38407;
180205;1100;2,24816;
180205;1200;3,46662;
180205;1300;4,0088;
180205;1400;3,72684;
180205;1500;3,83606;
180205;1600;3,74709;
180205;1700;3,2115;
180205;1800;3,03067;
180205;1900;2,79156;
180205;2000;2,33352;
180205;2100;1,93062;
180205;2200;1,2694;
180205;2300;0,914112;
180206;0000;1,55036;
180206;0100;0,941219;
180206;0200;1,10304;
180206;0300;1,72824;
180206;0400;1,81214;
180206;0500;1,58576;
180206;0600;1,66882;
180206;0700;1,92015;
180206;0800;1,17912;
180206;0900;1,78472;
180206;1000;2,04553;
180206;1100;3,11084;
180206;1200;3,38913;
180206;1300;3,23016;
180206;1400;3,35524;
180206;1500;3,85744;
180206;1600;4,0637;
180206;1700;3,6258;
180206;1800;3,04426;
180206;1900;2,72827;
180206;2000;1,74292;
180206;2100;1,91069;
180206;2200;1,69867;
180206;2300;1,19602;
180207;0000;1,21757;
180207;0100;0,736696;
180207;0200;1,02374;
180207;0300;0,844864;
180207;0400;0,915544;
180207;0500;0,707339;
180207;0600;0,823698;
180207;0700;0,340532;
180207;0800;1,11261;
180207;0900;0,977776;
180207;1000;1,90813;
180207;1100;3,15845;
180207;1200;3,25899;
180207;1300;3,91936;
180207;1400;4,39718;
180207;1500;3,90756;
180207;1600;3,60909;
180207;1700;3,27013;
180207;1800;2,9978;
180207;1900;2,56142;
180207;2000;2,329;
180207;2100;2,44986;
180207;2200;2,32166;
180207;2300;1,36352;
180208;0000;1,30507;
180208;0100;1,19335;
180208;0200;0,950702;
180208;0300;1,01636;
180208;0400;0,734393;
180208;0500;0,954819;
180208;0600;0,640117;
180208;0700;0,517432;
180208;0800;0,0852903;
180208;0900;0,306435;
180208;1000;0,795665;
180208;1100;2,28445;
180208;1200;3,47708;
180208;1300;3,28242;
180208;1400;3,6291;
180208;1500;3,88897;
180208;1600;4,68978;
180208;1700;4,20117;
180208;1800;2,96464;
180208;1900;2,22256;
180208;2000;1,90761;
180208;2100;2,08087;
180208;2200;1,56881;
180208;2300;1,12701;
180209;0000;0,947976;
180209;0100;0,676522;
180209;0200;0,254896;
180209;0300;0,0512973;
180209;0400;0,274914;
180209;0500;0,688215;
180209;0600;0,846557;
180209;0700;0,549207;
180209;0800;0,370387;
180209;0900;0,659374;
180209;1000;0,633426;
180209;1100;1,99716;
180209;1200;3,05874;
180209;1300;2,93931;
180209;1400;2,83819;
180209;1500;3,00187;
180209;1600;3,36079;
180209;1700;3,67624;
180209;1800;3,49628;
180209;1900;3,01699;
180209;2000;1,5906;
180209;2100;2,4414;
180209;2200;2,43486;
180209;2300;2,39694;
180210;0000;1,74546;
180210;0100;1,04698;
180210;0200;1,52126;
180210;0300;1,27163;
180210;0400;0,847874;
180210;0500;0,135007;
180210;0600;0,229588;
180210;0700;0,284443;
180210;0800;0,589103;
180210;0900;0,572351;
180210;1000;1,16272;
180210;1100;2,01085;
180210;1200;2,52775;
180210;1300;2,953;
180210;1400;3,68186;
180210;1500;3,27833;
180210;1600;3,45332;
180210;1700;2,96619;
180210;1800;2,90406;
180210;1900;2,48333;
180210;2000;1,98493;
180210;2100;1,79174;
180210;2200;1,47772;
180210;2300;1,85909;
180211;0000;1,91716;
180211;0100;1,29537;
180211;0200;0,963871;
180211;0300;0,259926;
180211;0400;0,877866;
180211;0500;0,660118;
180211;0600;0,165574;
180211;0700;0,658001;
180211;0800;0,653869;
180211;0900;1,02383;
180211;1000;1,19793;
180211;1100;1,42915;
180211;1200;1,73501;
180211;1300;2,81813;
180211;1400;2,98335;
180211;1500;3,33718;
180211;1600;3,31419;
180211;1700;3,22761;
180211;1800;3,10921;
180211;1900;1,963;
180211;2000;1,44466;
180211;2100;1,88297;
180211;2200;1,56964;
180211;2300;0,793455;
180212;0000;0,557706;
180212;0100;0,481346;
180212;0200;0,4291;
180212;0300;0,368535;
180212;0400;0,275236;
180212;0500;0,5432;
180212;0600;0,123889;
180212;0700;0,385822;
180212;0800;0,281301;
180212;0900;0,273884;
180212;1000;0,6797;
180212;1100;0,563551;
180212;1200;2,10674;
180212;1300;2,75694;
180212;1400;3,39608;
180212;1500;3,52777;
180212;1600;3,7804;
180212;1700;3,50135;
180212;1800;3,21363;
180212;1900;2,44984;
180212;2000;2,04055;
180212;2100;2,11784;
180212;2200;0,974451;
180212;2300;1,08777;
180213;0000;1,0968;
180213;0100;0,556121;
180213;0200;0,217407;
180213;0300;0,214379;
180213;0400;0,407872;
180213;0500;0,44465;
180213;0600;0,375418;
180213;0700;0,627612;
180213;0800;0,656185;
180213;0900;1,27128;
180213;1000;2,49987;
180213;1100;3,87701;
180213;1200;3,73221;
180213;1300;3,84416;
180213;1400;4,40104;
180213;1500;3,97148;
180213;1600;3,94569;
180213;1700;3,68918;
180213;1800;3,34695;
180213;1900;3,05066;
180213;2000;2,62593;
180213;2100;2,69957;
180213;2200;2,0245;
180213;2300;1,38026;
180214;0000;1,09913;
180214;0100;1,30317;
180214;0200;1,14398;
180214;0300;1,16934;
180214;0400;1,22634;
180214;0500;1,21966;
180214;0600;1,20371;
180214;0700;1,01238;
180214;0800;1,13248;
180214;0900;1,43736;
180214;1000;1,54178;
180214;1100;1,87387;
180214;1200;2,81426;
180214;1300;2,96439;
180214;1400;3,24893;
180214;1500;3,25489;
180214;1600;3,11196;
180214;1700;3,05735;
180214;1800;2,9738;
180214;1900;2,37223;
180214;2000;1,98596;
180214;2100;1,79658;
180214;2200;1,58483;
180214;2300;1,43618;
180215;0000;1,17913;
180215;0100;0,817495;
180215;0200;1,05417;
180215;0300;1,2348;
180215;0400;0,897919;
180215;0500;0,706433;
180215;0600;1,13356;
180215;0700;1,36417;
180215;0800;1,63925;
180215;0900;1,31533;
180215;1000;1,14988;
180215;1100;1,63107;
180215;1200;2,52211;
180215;1300;3,57061;
180215;1400;4,17774;
180215;1500;4,15486;
180215;1600;3,97416;
180215;1700;3,8804;
180215;1800;3,18614;
180215;1900;2,55069;
180215;2000;2,41161;
180215;2100;2,04225;
180215;2200;1,8088;
180215;2300;1,85364;
180216;0000;1,02769;
180216;0100;1,44912;
180216;0200;1,32904;
180216;0300;1,27313;
180216;0400;0,271324;
180216;0500;0,796988;
180216;0600;0,0559889;
180216;0700;0,553156;
180216;0800;0,454102;
180216;0900;0,436874;
180216;1000;1,71494;
180216;1100;2,28373;
180216;1200;2,74692;
180216;1300;2,93782;
180216;1400;3,78811;
180216;1500;3,9669;
180216;1600;3,55535;
180216;1700;3,86654;
180216;1800;3,2652;
180216;1900;2,57137;
180216;2000;2,7446;
180216;2100;2,84622;
180216;2200;2,37618;
180216;2300;1,15312;
180217;0000;1,49156;
180217;0100;1,06315;
180217;0200;0,844146;
180217;0300;0,954009;
180217;0400;0,504101;
180217;0500;0,575818;
180217;0600;0,121047;
180217;0700;0,749217;
180217;0800;0,399669;
180217;0900;0,383659;
180217;1000;0,829553;
180217;1100;2,12377;
180217;1200;2,0831;
180217;1300;2,7211;
180217;1400;3,6071;
180217;1500;3,33899;
180217;1600;3,82199;
180217;1700;3,90068;
180217;1800;3,13729;
180217;1900;2,75399;
180217;2000;2,02366;
180217;2100;2,80842;
180217;2200;2,45455;
180217;2300;1,89432;
180218;0000;1,44786;
180218;0100;1,63617;
180218;0200;1,94542;
180218;0300;1,38375;
180218;0400;1,01547;
180218;0500;0,908558;
180218;0600;0,415051;
