FECHA (YYMMDD);HORA (HHMM);;
180218;2300;254,183;
180219;0000;275,662;
180219;0100;266,196;
180219;0200;219,493;
180219;0300;245,769;
180219;0400;227,864;
180219;0500;242,585;
180219;0600;226,586;
180219;0700;228,523;
180219;0800;263,655;
180219;0900;291,99;
180219;1000;272,967;
180219;1100;264,508;
180219;1200;276,796;
180219;1300;261,133;
180219;1400;278,821;
180219;1500;271,155;
180219;1600;271,247;
180219;1700;268,471;
180219;1800;268,776;
180219;1900;270,309;
180219;2000;251,909;
180219;2100;234,561;
180219;2200;208,691;
180219;2300;298,849;
180220;0000;200,071;
180220;0100;239,167;
180220;0200;191,347;
180220;0300;249,073;
180220;0400;235,164;
180220;0500;276,324;
180220;0600;275,424;
180220;0700;218,04;
180220;0800;252,594;
180220;0900;333,904;
180220;1000;295,689;
180220;1100;259,994;
180220;1200;275,963;
180220;1300;251,476;
180220;1400;242,389;
180220;1500;266,574;
180220;1600;248,733;
180220;1700;260,685;
180220;1800;271,204;
180220;1900;267,965;
180220;2000;281,525;
180220;2100;291,772;
180220;2200;274,975;
180220;2300;321,53;
180221;0000;101,834;
180221;0100;115,3;
180221;0200;124,223;
180221;0300;108,818;
180221;0400;100,651;
180221;0500;120,183;
180221;0600;120,815;
180221;0700;98,7094;
180221;0800;214,75;
180221;0900;251,425;
180221;1000;260,997;
180221;1100;278,744;
180221;1200;260,091;
180221;1300;255,188;
180221;1400;268,562;
180221;1500;266,043;
180221;1600;;
180221;1700;;
180221;1800;;
180221;1900;;
180221;2000;;
180221;2100;;
180221;2200;;
180221;2300;;
180222;0000;;
180222;0100;;
180222;0200;;
180222;0300;;
180222;0400;;
180222;0500;;
180222;0600;;
180222;0700;;
180222;0800;;
180222;0900;;
180222;1000;;
180222;1100;;
180222;1200;;
180222;1300;;
180222;1400;;
180222;1500;;
180222;1600;;
180222;1700;;
180222;1800;;
180222;1900;;
